,County FIPS,County Name,State,Population,"Weekly New Cases as of January 10, 2022","Weekly New Deaths as of January 10, 2022","Cases Moving Avg. December 7, 2021","Deaths Moving Avg. December 7, 2021","Cases Moving Avg. December 14, 2021","Deaths Moving Avg. December 14, 2021","Cases Moving Avg. December 21, 2021","Deaths Moving Avg. December 21, 2021","Cases Moving Avg. December 28, 2021","Deaths Moving Avg. December 28, 2021","Cases Moving Avg. January 4, 2022","Deaths Moving Avg. January 4, 2022","7-Day Daily Cases per 100,000 as of January 10, 2022","7-Day Daily Deaths per 100,000 as of January 10, 2022",% Unemployed,Median Household Income,Approximate Population Density,% African American,% Hispanic,% Asian American,% White American,% Native American or Alaska Native,% Native Hawaiian or Pacific Islander,% Adults With Degree 2015-19,"Mask Mandate Details as of January 11, 2022",Learn More,"% Fully Vaccinated as of January 12, 2022","% ≥ 12 Fully Vaccinated as of January 12, 2022","% ≥ 18 Fully Vaccinated as of January 12, 2022","% ≥ 65 Fully Vaccinated as of January 12, 2022","% At Least Partially Vaccinated as of January 12, 2022","% with Vaxx. and Booster as of January 12, 2022","% ≥ 18 with Vaxx. and Booster as of January 12, 2022","% ≥ 50 with Vaxx. and Booster as of January 12, 2022","% ≥ 65 with Vaxx. and Booster as of January 12, 2022"
290,8113,"San Miguel County, CO",CO,8179,153,0,34.93,0.0,38.43,3.49,295.18,0.0,347.58,0.0,267.23,0.0,267.23,0.0,2.8,77209.0,6.36,0.93,11.44,0.83,94.99,1.33,0.06,22.1,"Gov. Jared Polis ended Colorado’s mandate May 14, saying the state is shifting from “mask-wearing requirements to mask-wearing suggestions” in most settings. Face-covering is required in residential care facilities and on public transportation, regardless of vaccination status. Denver and surrounding Adams, Arapahoe and Jefferson counties require most people to mask up in indoor public places unless the owner or operator of a business or facility can verify that 95 percent of those inside are fully vaccinated. Boulder and Larimer counties also have indoor mask mandates in effect.",Mask Guidance - https://covid19.colorado.gov/mask-guidance,80.1,87.2,87.8,87.5,92.7,48.1,52.6,65.4,73.0
291,8115,"Sedgwick County, CO",CO,2248,3,0,19.06,0.0,25.42,0.0,0.0,0.0,38.13,0.0,19.06,0.0,19.06,0.0,2.0,42808.0,4.1,0.93,16.28,1.42,93.59,1.25,0.22,38.4,"Gov. Jared Polis ended Colorado’s mandate May 14, saying the state is shifting from “mask-wearing requirements to mask-wearing suggestions” in most settings. Face-covering is required in residential care facilities and on public transportation, regardless of vaccination status. Denver and surrounding Adams, Arapahoe and Jefferson counties require most people to mask up in indoor public places unless the owner or operator of a business or facility can verify that 95 percent of those inside are fully vaccinated. Boulder and Larimer counties also have indoor mask mandates in effect.",Mask Guidance - https://covid19.colorado.gov/mask-guidance,50.0,56.2,59.7,87.2,54.7,50.5,52.5,59.6,66.9
292,8117,"Summit County, CO",CO,31011,530,0,25.34,0.0,107.34,0.0,373.14,0.0,520.09,0.0,244.15,0.0,244.15,0.0,1.8,86570.0,50.98,1.41,14.61,1.47,94.65,0.83,0.15,22.6,"Gov. Jared Polis ended Colorado’s mandate May 14, saying the state is shifting from “mask-wearing requirements to mask-wearing suggestions” in most settings. Face-covering is required in residential care facilities and on public transportation, regardless of vaccination status. Denver and surrounding Adams, Arapahoe and Jefferson counties require most people to mask up in indoor public places unless the owner or operator of a business or facility can verify that 95 percent of those inside are fully vaccinated. Boulder and Larimer counties also have indoor mask mandates in effect.",Mask Guidance - https://covid19.colorado.gov/mask-guidance,81.6,89.6,90.6,93.7,93.9,39.7,42.2,58.4,67.0
293,8119,"Teller County, CO",CO,25388,155,1,26.45,1.13,24.2,1.69,17.44,0.0,75.96,0.56,87.22,0.56,87.22,0.56,3.1,70599.0,45.58,0.97,7.09,1.06,93.82,1.39,0.13,36.3,"Gov. Jared Polis ended Colorado’s mandate May 14, saying the state is shifting from “mask-wearing requirements to mask-wearing suggestions” in most settings. Face-covering is required in residential care facilities and on public transportation, regardless of vaccination status. Denver and surrounding Adams, Arapahoe and Jefferson counties require most people to mask up in indoor public places unless the owner or operator of a business or facility can verify that 95 percent of those inside are fully vaccinated. Boulder and Larimer counties also have indoor mask mandates in effect.",Mask Guidance - https://covid19.colorado.gov/mask-guidance,52.3,57.8,59.7,84.2,55.1,48.7,50.9,59.8,65.2
294,8121,"Washington County, CO",CO,4908,17,0,2.91,0.0,20.37,0.0,17.46,0.0,43.66,2.91,49.48,0.0,49.48,0.0,2.0,53263.0,1.95,1.18,10.9,0.39,95.74,0.57,0.12,42.0,"Gov. Jared Polis ended Colorado’s mandate May 14, saying the state is shifting from “mask-wearing requirements to mask-wearing suggestions” in most settings. Face-covering is required in residential care facilities and on public transportation, regardless of vaccination status. Denver and surrounding Adams, Arapahoe and Jefferson counties require most people to mask up in indoor public places unless the owner or operator of a business or facility can verify that 95 percent of those inside are fully vaccinated. Boulder and Larimer counties also have indoor mask mandates in effect.",Mask Guidance - https://covid19.colorado.gov/mask-guidance,29.7,34.6,37.1,56.3,33.1,40.5,41.9,51.3,58.6
295,8123,"Weld County, CO",CO,324492,3168,4,38.92,0.53,34.38,0.66,44.95,0.18,134.14,0.53,139.47,0.18,139.47,0.18,2.5,78160.0,81.38,1.59,30.0,1.82,92.42,1.69,0.17,33.2,"Gov. Jared Polis ended Colorado’s mandate May 14, saying the state is shifting from “mask-wearing requirements to mask-wearing suggestions” in most settings. Face-covering is required in residential care facilities and on public transportation, regardless of vaccination status. Denver and surrounding Adams, Arapahoe and Jefferson counties require most people to mask up in indoor public places unless the owner or operator of a business or facility can verify that 95 percent of those inside are fully vaccinated. Boulder and Larimer counties also have indoor mask mandates in effect.",Mask Guidance - https://covid19.colorado.gov/mask-guidance,57.9,68.1,70.7,95.0,62.8,39.4,43.1,55.7,62.3
296,8125,"Yuma County, CO",CO,10019,32,0,42.78,0.0,28.52,1.43,22.81,0.0,57.03,1.43,45.63,0.0,45.63,0.0,1.6,52841.0,4.24,0.62,25.13,0.54,96.55,0.96,0.21,32.4,"Gov. Jared Polis ended Colorado’s mandate May 14, saying the state is shifting from “mask-wearing requirements to mask-wearing suggestions” in most settings. Face-covering is required in residential care facilities and on public transportation, regardless of vaccination status. Denver and surrounding Adams, Arapahoe and Jefferson counties require most people to mask up in indoor public places unless the owner or operator of a business or facility can verify that 95 percent of those inside are fully vaccinated. Boulder and Larimer counties also have indoor mask mandates in effect.",Mask Guidance - https://covid19.colorado.gov/mask-guidance,41.9,50.8,54.7,75.1,46.7,37.1,39.0,52.5,62.3
297,9001,"Fairfield County, CT",CT,943332,21300,34,50.07,0.09,53.85,0.12,139.51,0.12,212.38,0.3,322.56,0.51,322.56,0.51,3.6,96966.0,1509.41,12.93,20.54,5.88,78.36,0.54,0.11,20.6,"Masks are required for unvaccinated people age 2 and over in indoor public places and for all people in school buildings, health care facilities, group residential settings such as nursing homes and prisons, and on public transit. Bridgeport and New Haven have citywide indoor mask mandates covering both vaccinated and unvaccinated people. Stamford and Hartford lifted similar local orders in late October and early November, respectively.",Current Mask Guidance - https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Latest-COVID-19-Guidance,77.8,87.2,87.9,93.1,95.0,38.9,43.4,56.2,64.9
298,9003,"Hartford County, CT",CT,891720,17149,36,69.1,0.19,57.5,0.18,91.27,0.37,169.02,0.61,274.73,0.58,274.73,0.58,3.9,75336.0,1213.01,15.83,18.76,6.06,74.78,0.57,0.12,25.0,"Masks are required for unvaccinated people age 2 and over in indoor public places and for all people in school buildings, health care facilities, group residential settings such as nursing homes and prisons, and on public transit. Bridgeport and New Haven have citywide indoor mask mandates covering both vaccinated and unvaccinated people. Stamford and Hartford lifted similar local orders in late October and early November, respectively.",Current Mask Guidance - https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Latest-COVID-19-Guidance,72.4,81.1,82.3,94.4,83.9,44.0,48.3,60.0,68.3
299,9005,"Litchfield County, CT",CT,180333,2781,4,73.75,0.4,62.27,0.79,79.93,0.55,119.86,0.71,220.31,0.32,220.31,0.32,3.5,81015.0,195.91,2.41,7.1,2.16,93.26,0.35,0.07,27.7,"Masks are required for unvaccinated people age 2 and over in indoor public places and for all people in school buildings, health care facilities, group residential settings such as nursing homes and prisons, and on public transit. Bridgeport and New Haven have citywide indoor mask mandates covering both vaccinated and unvaccinated people. Stamford and Hartford lifted similar local orders in late October and early November, respectively.",Current Mask Guidance - https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Latest-COVID-19-Guidance,73.2,80.3,81.5,91.9,84.4,45.7,49.3,59.8,69.4
300,9007,"Middlesex County, CT",CT,162436,2209,12,54.79,0.09,45.64,0.35,82.93,0.26,124.88,0.62,194.27,1.06,194.27,1.06,3.2,81721.0,439.85,5.58,6.56,3.27,88.7,0.28,0.07,26.2,"Masks are required for unvaccinated people age 2 and over in indoor public places and for all people in school buildings, health care facilities, group residential settings such as nursing homes and prisons, and on public transit. Bridgeport and New Haven have citywide indoor mask mandates covering both vaccinated and unvaccinated people. Stamford and Hartford lifted similar local orders in late October and early November, respectively.",Current Mask Guidance - https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Latest-COVID-19-Guidance,80.5,87.6,88.6,95.0,93.0,49.0,53.1,63.8,72.3
301,9009,"New Haven County, CT",CT,854757,18630,54,72.77,0.28,60.57,0.35,126.85,0.15,213.13,0.37,311.37,0.9,311.37,0.9,3.9,69687.0,1413.99,15.19,19.14,4.33,77.3,0.56,0.11,24.4,"Masks are required for unvaccinated people age 2 and over in indoor public places and for all people in school buildings, health care facilities, group residential settings such as nursing homes and prisons, and on public transit. Bridgeport and New Haven have citywide indoor mask mandates covering both vaccinated and unvaccinated people. Stamford and Hartford lifted similar local orders in late October and early November, respectively.",Current Mask Guidance - https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Latest-COVID-19-Guidance,74.0,82.7,83.7,92.2,89.8,41.3,45.0,57.9,67.2
302,9011,"New London County, CT",CT,265206,4985,10,81.88,0.11,62.22,0.32,85.11,0.16,131.81,0.43,268.52,0.54,268.52,0.54,3.6,75226.0,398.72,6.99,11.1,4.33,83.56,1.2,0.14,29.5,"Masks are required for unvaccinated people age 2 and over in indoor public places and for all people in school buildings, health care facilities, group residential settings such as nursing homes and prisons, and on public transit. Bridgeport and New Haven have citywide indoor mask mandates covering both vaccinated and unvaccinated people. Stamford and Hartford lifted similar local orders in late October and early November, respectively.",Current Mask Guidance - https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Latest-COVID-19-Guidance,75.9,84.3,85.7,95.0,88.2,43.6,47.2,61.4,71.4
303,9013,"Tolland County, CT",CT,150721,1612,8,62.65,0.09,46.06,0.19,53.65,0.19,87.48,0.19,152.79,0.76,152.79,0.76,3.3,90181.0,367.32,3.95,5.88,5.05,88.61,0.27,0.08,26.2,"Masks are required for unvaccinated people age 2 and over in indoor public places and for all people in school buildings, health care facilities, group residential settings such as nursing homes and prisons, and on public transit. Bridgeport and New Haven have citywide indoor mask mandates covering both vaccinated and unvaccinated people. Stamford and Hartford lifted similar local orders in late October and early November, respectively.",Current Mask Guidance - https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Latest-COVID-19-Guidance,64.7,70.2,70.7,94.7,73.7,50.4,54.9,65.9,74.9
304,9015,"Windham County, CT",CT,116782,2299,9,93.09,0.73,85.02,0.86,85.26,0.61,100.19,0.12,281.23,1.1,281.23,1.1,4.0,63309.0,227.7,3.22,12.45,1.49,91.96,0.74,0.08,30.9,"Masks are required for unvaccinated people age 2 and over in indoor public places and for all people in school buildings, health care facilities, group residential settings such as nursing homes and prisons, and on public transit. Bridgeport and New Haven have citywide indoor mask mandates covering both vaccinated and unvaccinated people. Stamford and Hartford lifted similar local orders in late October and early November, respectively.",Current Mask Guidance - https://portal.ct.gov/Coronavirus/Covid-19-Knowledge-Base/Latest-COVID-19-Guidance,61.2,68.8,70.1,90.2,70.7,41.4,44.6,57.4,68.0
305,10001,"Kent County, DE",DE,180786,3324,19,84.08,0.4,97.43,0.47,114.66,0.71,230.19,0.0,262.66,1.5,262.66,1.5,4.2,58804.0,308.34,27.31,7.42,2.39,65.64,0.73,0.12,30.8,"Effective Jan. 11, masks are required for people kindergarten age and older in indoor public settings, except while eating or drinking in restaurants and bars, and on public transportation. Gov. John Carney's face-covering order includes an exemption for houses of worship. Prior to the new mandate, masks had not been broadly required in Delaware since May 2021.",Updated Covid-19 Emergency Order - https://governor.delaware.gov/health-soe/order-revisions/,52.0,60.3,62.0,81.2,60.4,35.1,37.7,50.7,60.7
306,10003,"New Castle County, DE",DE,558753,11975,34,59.88,0.36,63.07,0.28,102.12,0.36,251.58,0.18,306.17,0.87,306.17,0.87,3.7,76076.0,1310.65,26.42,10.42,5.79,64.61,0.48,0.07,24.6,"Effective Jan. 11, masks are required for people kindergarten age and older in indoor public settings, except while eating or drinking in restaurants and bars, and on public transportation. Gov. John Carney's face-covering order includes an exemption for houses of worship. Prior to the new mandate, masks had not been broadly required in Delaware since May 2021.",Updated Covid-19 Emergency Order - https://governor.delaware.gov/health-soe/order-revisions/,65.0,73.6,74.5,90.3,78.7,35.1,38.4,50.1,59.5
307,10005,"Sussex County, DE",DE,234225,3610,26,58.86,0.3,71.91,0.43,86.12,0.37,203.28,0.49,220.18,1.59,220.18,1.59,3.8,64839.0,250.22,12.18,9.3,1.37,82.99,1.1,0.19,28.7,"Effective Jan. 11, masks are required for people kindergarten age and older in indoor public settings, except while eating or drinking in restaurants and bars, and on public transportation. Gov. John Carney's face-covering order includes an exemption for houses of worship. Prior to the new mandate, masks had not been broadly required in Delaware since May 2021.",Updated Covid-19 Emergency Order - https://governor.delaware.gov/health-soe/order-revisions/,64.4,72.4,74.7,93.9,76.9,43.5,45.6,54.6,62.4
308,12001,"Alachua County, FL",FL,269043,3778,0,8.55,0.0,10.3,0.0,36.69,0.0,110.07,0.0,200.61,0.0,200.61,0.0,2.9,49880.0,307.46,20.63,10.49,6.15,69.86,0.37,0.07,28.1,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,64.0,71.1,71.7,95.0,73.2,39.2,42.0,54.6,62.0
309,12003,"Baker County, FL",FL,29210,195,0,6.36,0.0,1.96,0.0,16.14,0.0,44.99,0.0,95.37,0.0,95.37,0.0,3.1,60454.0,49.91,14.23,2.84,0.67,82.71,0.51,0.03,29.9,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,34.4,40.6,43.2,72.3,41.9,22.9,23.9,33.3,43.5
310,12005,"Bay County, FL",FL,174705,1482,0,4.25,0.0,4.82,0.0,13.82,0.0,57.4,0.0,121.18,0.0,121.18,0.0,3.9,58376.0,230.34,11.25,6.66,2.33,82.24,0.81,0.15,35.9,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,49.6,57.0,59.5,77.3,58.4,29.1,30.3,41.2,52.1
311,12007,"Bradford County, FL",FL,28201,170,0,1.52,0.0,3.55,0.0,12.66,0.0,51.67,0.0,86.12,0.0,86.12,0.0,3.1,47509.0,95.93,20.57,4.72,0.63,76.07,0.58,0.05,29.4,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,40.9,46.7,48.5,74.5,48.4,27.8,29.0,39.2,53.6
312,12009,"Brevard County, FL",FL,601942,8190,0,7.05,0.0,7.07,0.0,28.81,0.0,118.59,0.0,194.37,0.0,194.37,0.0,3.2,57582.0,592.82,10.81,10.9,2.6,83.16,0.46,0.13,33.8,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,61.8,69.0,70.9,86.7,71.8,37.3,39.3,48.6,55.9
313,12011,"Broward County, FL",FL,1952778,50254,0,10.59,0.0,34.42,0.0,172.15,0.0,356.54,0.0,367.64,0.0,367.64,0.0,3.0,61429.0,1617.94,30.22,31.08,3.87,63.07,0.41,0.12,29.2,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,68.4,77.8,79.2,90.0,82.2,32.9,35.5,47.4,55.9
314,12013,"Calhoun County, FL",FL,14105,129,0,0.0,0.0,5.06,0.0,8.1,0.0,61.78,0.0,130.65,0.0,130.65,0.0,4.1,41399.0,24.86,12.47,5.71,0.89,82.72,1.33,0.14,25.8,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,33.5,38.2,40.3,67.1,39.6,27.7,28.8,37.1,47.5
315,12015,"Charlotte County, FL",FL,188910,1600,0,8.92,0.0,10.89,0.0,17.32,0.0,48.85,0.0,120.99,0.0,120.99,0.0,3.7,54756.0,277.35,5.88,7.72,1.41,90.59,0.4,0.06,32.6,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,63.5,68.3,70.0,86.8,76.9,41.8,42.9,47.8,52.5
316,12017,"Citrus County, FL",FL,149657,954,0,4.87,0.0,4.39,0.0,9.26,0.0,35.99,0.0,91.07,0.0,91.07,0.0,4.8,49762.0,257.19,3.18,6.12,1.67,92.92,0.45,0.04,32.9,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,54.7,60.1,62.2,81.7,62.2,42.7,43.9,49.2,55.3
317,12019,"Clay County, FL",FL,219252,2469,0,5.93,0.0,7.23,0.0,20.0,0.0,78.51,0.0,160.87,0.0,160.87,0.0,3.0,75776.0,362.52,12.62,10.42,3.12,80.31,0.55,0.16,35.8,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,48.6,55.9,57.8,78.2,57.0,32.5,35.1,46.5,59.0
318,12021,"Collier County, FL",FL,384902,4863,0,7.87,0.0,10.73,0.0,41.94,0.0,106.37,0.0,180.49,0.0,180.49,0.0,3.1,76415.0,192.57,7.32,28.56,1.56,89.34,0.47,0.09,24.9,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,67.7,75.2,77.5,92.5,79.7,36.7,38.3,46.1,50.5
319,12023,"Columbia County, FL",FL,71686,549,0,7.17,0.0,7.77,0.0,15.34,0.0,54.6,0.0,109.41,0.0,109.41,0.0,3.2,47087.0,89.88,18.68,6.75,1.01,77.69,0.59,0.09,34.6,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,40.5,46.9,49.0,73.2,47.2,28.8,30.2,39.8,49.4
320,12027,"DeSoto County, FL",FL,38001,247,0,1.88,0.0,2.26,0.0,7.89,0.0,32.33,0.0,92.85,0.0,92.85,0.0,3.5,41673.0,59.65,12.7,32.14,0.54,84.16,1.08,0.17,18.2,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,43.9,49.7,51.1,72.8,55.4,27.2,28.7,39.8,47.2
321,12029,"Dixie County, FL",FL,16826,81,0,5.09,0.0,2.55,0.0,4.25,0.0,24.62,0.0,68.77,0.0,68.77,0.0,3.8,39793.0,23.86,9.76,4.21,0.43,87.34,0.64,0.02,24.8,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,33.3,37.7,39.4,67.1,42.8,29.6,30.5,35.5,40.2
322,12031,"Duval County, FL",FL,957755,14367,0,5.34,0.0,8.65,0.0,26.71,0.0,124.26,0.0,214.3,0.0,214.3,0.0,3.3,58339.0,1255.86,30.79,10.52,5.0,60.6,0.45,0.12,31.9,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,58.6,68.4,70.3,91.9,67.5,32.1,34.2,47.2,57.8
323,12033,"Escambia County, FL",FL,318316,3701,0,5.43,0.0,8.48,0.0,24.1,0.0,96.89,0.0,166.1,0.0,166.1,0.0,3.2,52822.0,484.58,23.27,5.94,3.34,68.86,0.89,0.2,36.7,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,52.4,60.5,62.9,88.0,61.1,30.8,32.2,45.0,54.8
324,12035,"Flagler County, FL",FL,115081,1168,0,8.19,0.0,9.19,0.0,21.48,0.0,70.88,0.0,144.99,0.0,144.99,0.0,3.8,62831.0,237.05,10.86,10.87,2.52,83.87,0.4,0.09,32.8,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,61.0,67.4,69.6,86.9,69.9,42.9,44.8,53.1,61.6
325,12037,"Franklin County, FL",FL,12125,86,0,4.71,0.0,9.43,0.0,3.53,0.0,25.92,0.0,101.33,0.0,101.33,0.0,3.5,47504.0,22.24,13.26,5.66,0.43,83.32,0.96,0.07,27.3,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,46.9,52.0,53.7,86.7,52.9,38.0,39.1,47.0,54.3
326,12039,"Gadsden County, FL",FL,45660,802,0,6.88,0.0,12.51,0.0,33.79,0.0,209.62,0.0,250.92,0.0,250.92,0.0,4.1,42975.0,88.44,55.5,10.94,0.65,41.94,0.62,0.13,27.4,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,55.8,64.4,66.1,87.0,63.7,35.7,38.3,50.8,61.1
327,12041,"Gilchrist County, FL",FL,18582,99,0,6.15,0.0,8.46,0.0,6.15,0.0,23.06,0.0,76.11,0.0,76.11,0.0,3.4,46171.0,53.14,5.67,5.98,0.57,91.25,0.74,0.1,29.9,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,35.4,40.5,42.1,65.6,41.1,31.4,32.8,41.3,51.6
328,12043,"Glades County, FL",FL,13811,75,0,1.03,0.0,3.1,0.0,16.55,0.0,26.89,0.0,77.58,0.0,77.58,0.0,3.9,45412.0,17.12,13.67,21.82,0.69,78.83,5.25,0.1,25.1,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,32.3,35.2,35.8,45.2,38.8,34.0,35.7,49.7,60.7
329,12045,"Gulf County, FL",FL,13639,150,0,5.24,0.0,6.28,0.0,8.38,0.0,39.8,0.0,157.11,0.0,157.11,0.0,4.8,53228.0,24.64,11.31,3.04,0.55,85.07,0.74,0.02,30.4,"Florida recommends but has not required face coverings for the general public. Several cities and large counties, including Miami-Dade, Palm Beach and Hillsborough (which includes Tampa), had mask requirements, but Gov. Ron DeSantis issued an executive order May 3 that barred local governments and school systems from imposing COVID-19 restrictions, including mask rules.",Barring Local Mask Mandates - https://www.flgov.com/wp-content/uploads/orders/2021/EO_21-102.pdf,50.0,56.7,59.0,80.2,58.0,34.4,35.6,43.7,52.0
